ProductKey,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Profit
1172,Fabrikam Budget Moviemaker 1'' 25mm E400 White,Fabrikam,White,215.15,422.0,405,Camcorders,4,Cameras and camcorders,206.85
1173,Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,Fabrikam,White,220.25,432.0,405,Camcorders,4,Cameras and camcorders,211.75
1174,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,Fabrikam,White,209.54,411.0,405,Camcorders,4,Cameras and camcorders,201.46
1175,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,Fabrikam,White,209.03,410.0,405,Camcorders,4,Cameras and camcorders,200.97
1176,Fabrikam Trendsetter 1'' 25mm X400 White,Fabrikam,White,331.32,,405,Camcorders,4,Cameras and camcorders,
1177,Fabrikam Trendsetter 1/2'' 3mm X300 White,Fabrikam,White,330.99,999.0,405,Camcorders,4,Cameras and camcorders,668.01
1178,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,Fabrikam,White,330.66,998.0,405,Camcorders,4,Cameras and camcorders,667.3399999999999
1179,Fabrikam Trendsetter 2/3'' 17mm X100 White,Fabrikam,White,324.69,980.0,405,Camcorders,4,Cameras and camcorders,655.31
1180,Fabrikam Independent filmmaker 1'' 25mm X400 White,Fabrikam,White,530.11,,405,Camcorders,4,Cameras and camcorders,
1181,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,Fabrikam,White,523.49,,405,Camcorders,4,Cameras and camcorders,
1182,Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White,Fabrikam,White,516.86,,405,Camcorders,4,Cameras and camcorders,
1183,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Fabrikam,White,503.61,,405,Camcorders,4,Cameras and camcorders,
1184,Fabrikam Business Videographer 1'' 25mm M600 White,Fabrikam,White,409.28,890.0,405,Camcorders,4,Cameras and camcorders,480.72
1185,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange",Fabrikam,Orange,404.68,880.0,405,Camcorders,4,Cameras and camcorders,475.32
1186,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange",Fabrikam,Orange,395.48,860.0,405,Camcorders,4,Cameras and camcorders,464.52
1187,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",Fabrikam,Orange,390.88,850.0,405,Camcorders,4,Cameras and camcorders,459.12
1188,"Fabrikam Social Videographer 1"" 25mm E400 Orange",Fabrikam,Orange,91.77,180.0,405,Camcorders,4,Cameras and camcorders,88.23
1189,"Fabrikam Social Videographer 1/2"" 3mm E300 Orange",Fabrikam,Orange,86.67,170.0,405,Camcorders,4,Cameras and camcorders,83.33
1190,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",Fabrikam,Orange,84.12,165.0,405,Camcorders,4,Cameras and camcorders,80.88
1191,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",Fabrikam,Orange,81.57,160.0,405,Camcorders,4,Cameras and camcorders,78.43
1192,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,Fabrikam,Grey,275.92,600.0,405,Camcorders,4,Cameras and camcorders,324.08
1193,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey,Fabrikam,Grey,260.28,566.0,405,Camcorders,4,Cameras and camcorders,305.72
1194,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey,Fabrikam,Grey,291.09,633.0,405,Camcorders,4,Cameras and camcorders,341.91
1195,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey,Fabrikam,Grey,301.21,655.0,405,Camcorders,4,Cameras and camcorders,353.79
1196,Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,Fabrikam,Grey,215.15,422.0,405,Camcorders,4,Cameras and camcorders,206.85
1197,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey,Fabrikam,Grey,220.25,432.0,405,Camcorders,4,Cameras and camcorders,211.75
1198,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey,Fabrikam,Grey,209.54,411.0,405,Camcorders,4,Cameras and camcorders,201.46
1199,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,Fabrikam,Grey,209.03,410.0,405,Camcorders,4,Cameras and camcorders,200.97
1200,Fabrikam Trendsetter 1'' 25mm X400 Grey,Fabrikam,Grey,331.32,,405,Camcorders,4,Cameras and camcorders,
1201,Fabrikam Trendsetter 1/2'' 3mm X300 Grey,Fabrikam,Grey,330.99,999.0,405,Camcorders,4,Cameras and camcorders,668.01
1202,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,Fabrikam,Grey,330.66,998.0,405,Camcorders,4,Cameras and camcorders,667.3399999999999
1203,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,Fabrikam,Grey,324.69,980.0,405,Camcorders,4,Cameras and camcorders,655.31
1204,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,Fabrikam,Grey,530.11,,405,Camcorders,4,Cameras and camcorders,
1205,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,Fabrikam,Grey,523.49,,405,Camcorders,4,Cameras and camcorders,
1206,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,Fabrikam,Grey,516.86,,405,Camcorders,4,Cameras and camcorders,
1207,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,Fabrikam,Grey,503.61,,405,Camcorders,4,Cameras and camcorders,
1208,Fabrikam Business Videographer 1'' 25mm M600 Grey,Fabrikam,Grey,409.28,890.0,405,Camcorders,4,Cameras and camcorders,480.72
1209,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,Fabrikam,Grey,404.68,880.0,405,Camcorders,4,Cameras and camcorders,475.32
1210,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,Fabrikam,Grey,395.48,860.0,405,Camcorders,4,Cameras and camcorders,464.52
1211,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,Fabrikam,Grey,390.88,850.0,405,Camcorders,4,Cameras and camcorders,459.12
1212,Fabrikam Social Videographer 1'' 25mm E400 Grey,Fabrikam,Grey,91.77,180.0,405,Camcorders,4,Cameras and camcorders,88.23
1213,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,Fabrikam,Grey,86.67,170.0,405,Camcorders,4,Cameras and camcorders,83.33
1214,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,Fabrikam,Grey,84.12,165.0,405,Camcorders,4,Cameras and camcorders,80.88
1215,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,Fabrikam,Grey,81.57,160.0,405,Camcorders,4,Cameras and camcorders,78.43
1216,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,Fabrikam,Black,285.12,620.0,405,Camcorders,4,Cameras and camcorders,334.88
1217,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black,Fabrikam,Black,255.68,556.0,405,Camcorders,4,Cameras and camcorders,300.32
1218,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,Fabrikam,Black,293.39,638.0,405,Camcorders,4,Cameras and camcorders,344.61
1219,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue",Fabrikam,Blue,305.81,665.0,405,Camcorders,4,Cameras and camcorders,359.19
1220,Fabrikam Budget Moviemaker 1'' 25mm E400 Black,Fabrikam,Black,230.44,452.0,405,Camcorders,4,Cameras and camcorders,221.56
1221,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,Fabrikam,Black,245.74,482.0,405,Camcorders,4,Cameras and camcorders,236.26
1222,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Black,Fabrikam,Black,219.74,431.0,405,Camcorders,4,Cameras and camcorders,211.26
1223,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,Fabrikam,Black,234.52,460.0,405,Camcorders,4,Cameras and camcorders,225.48
1224,Fabrikam Trendsetter 1'' 25mm X400 Black,Fabrikam,Black,341.26,,405,Camcorders,4,Cameras and camcorders,
1225,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",Fabrikam,Orange,331.32,,405,Camcorders,4,Cameras and camcorders,
1226,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,Fabrikam,Black,330.99,999.0,405,Camcorders,4,Cameras and camcorders,668.01
1227,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",Fabrikam,Orange,327.34,988.0,405,Camcorders,4,Cameras and camcorders,660.6600000000001
1228,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",Fabrikam,Blue,536.74,,405,Camcorders,4,Cameras and camcorders,
1229,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,Fabrikam,Black,516.86,,405,Camcorders,4,Cameras and camcorders,
1230,"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue",Fabrikam,Blue,506.92,,405,Camcorders,4,Cameras and camcorders,
1231,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,Fabrikam,Black,496.98,,405,Camcorders,4,Cameras and camcorders,
1232,Fabrikam Business Videographer 1'' 25mm M600 Black,Fabrikam,Black,408.36,888.0,405,Camcorders,4,Cameras and camcorders,479.64
1233,"Fabrikam Business Videographer 1/2"" 3mm M500 Blue",Fabrikam,Blue,403.76,878.0,405,Camcorders,4,Cameras and camcorders,474.24
1234,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue",Fabrikam,Blue,393.64,856.0,405,Camcorders,4,Cameras and camcorders,462.36
1235,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",Fabrikam,Blue,385.37,838.0,405,Camcorders,4,Cameras and camcorders,452.63
1236,"Fabrikam Social Videographer 1"" 25mm E400 Blue",Fabrikam,Blue,95.85,188.0,405,Camcorders,4,Cameras and camcorders,92.15
1237,"Fabrikam Social Videographer 1/2"" 3mm E300 Blue",Fabrikam,Blue,90.75,178.0,405,Camcorders,4,Cameras and camcorders,87.25
1238,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",Fabrikam,Blue,85.65,168.0,405,Camcorders,4,Cameras and camcorders,82.35
1239,"Fabrikam Social Videographer 2/3"" 17mm E100 Blue",Fabrikam,Blue,80.55,158.0,405,Camcorders,4,Cameras and camcorders,77.45
1240,Fabrikam Business Videographer 1/2'' 3mm M500 White,Fabrikam,White,403.76,878.0,405,Camcorders,4,Cameras and camcorders,474.24
1241,Fabrikam Business Videographer 1/3'' 8.5mm M380 White,Fabrikam,White,393.64,856.0,405,Camcorders,4,Cameras and camcorders,462.36
1242,Fabrikam Business Videographer 2/3'' 17mm M280 White,Fabrikam,White,385.37,838.0,405,Camcorders,4,Cameras and camcorders,452.63
1243,Fabrikam Social Videographer 1'' 25mm E400 White,Fabrikam,White,95.85,188.0,405,Camcorders,4,Cameras and camcorders,92.15
1244,Fabrikam Social Videographer 1/2'' 3mm E300 White,Fabrikam,White,90.75,178.0,405,Camcorders,4,Cameras and camcorders,87.25
1245,Fabrikam Social Videographer 1/3'' 8.5mm E200 White,Fabrikam,White,85.65,168.0,405,Camcorders,4,Cameras and camcorders,82.35
1246,Fabrikam Social Videographer 2/3'' 17mm E100 White,Fabrikam,White,80.55,158.0,405,Camcorders,4,Cameras and camcorders,77.45
1247,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,Contoso,Silver,25.49,49.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,24.500000000000004
1248,Contoso Rechargeable Li-Ion Battery Pack E300 Black,Contoso,Black,25.49,49.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,24.500000000000004
1249,Contoso Rechargeable Li-Ion Battery Pack E300 White,Contoso,White,25.49,49.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,24.500000000000004
1250,Contoso Travel Charger for S-Series Battery E302 Silver,Contoso,Silver,30.58,59.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,29.410000000000004
1251,Contoso Travel Charger for S-Series Battery E302 Black,Contoso,Black,30.58,59.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,29.410000000000004
1252,Contoso Travel Charger for S-Series Battery E302 White,Contoso,White,30.58,59.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,29.410000000000004
1253,Contoso General Carrying Case E304 Silver,Contoso,Silver,10.19,19.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,9.799999999999999
1254,Contoso General Carrying Case E304 Black,Contoso,Black,10.19,19.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,9.799999999999999
1255,Contoso General Carrying Case E304 White,Contoso,White,10.19,19.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,9.799999999999999
1256,Contoso General Carrying Case E304 Blue,Contoso,Blue,10.19,19.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,9.799999999999999
1257,Contoso Cyber Shot Digital Cameras Adapter E306 Pink,Contoso,Pink,20.39,39.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,19.6
1258,Contoso Cyber Shot Digital Cameras Adapter E306 Blue,Contoso,Blue,20.39,39.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,19.6
1259,Contoso Cyber Shot Digital Cameras Adapter E306 Black,Contoso,Black,20.39,39.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,19.6
1260,Contoso Multi-Use Terminal Cable E308 Silver,Contoso,Silver,18.86,36.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,18.130000000000003
1261,Contoso Multi-Use Terminal Cable E308 White,Contoso,White,18.86,36.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,18.130000000000003
1262,Contoso Multi-Use Terminal Cable E308 Black,Contoso,Black,18.86,36.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,18.130000000000003
1263,Contoso Rechargeable Battery Pack E310 Silver,Contoso,Silver,35.68,69.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,34.309999999999995
1264,Contoso Rechargeable Battery Pack E310 Black,Contoso,Black,35.68,69.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,34.309999999999995
1265,Contoso Rechargeable Battery Pack E310 White,Contoso,White,35.68,69.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,34.309999999999995
1266,Contoso Carrying Case E312 Silver,Contoso,Silver,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,24.490000000000002
1267,Contoso Carrying Case E312 Pink,Contoso,Pink,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,24.490000000000002
1268,Contoso Carrying Case E312 White,Contoso,White,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,24.490000000000002
1269,Contoso Carrying Case E312 Blue,Contoso,Blue,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,24.490000000000002
1270,Contoso Lens Cap Keeper E314 Pink,Contoso,Pink,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,3.41
1271,Contoso Lens Cap Keeper E314 Yellow,Contoso,Yellow,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,3.41
1272,Contoso Lens Cap Keeper E314 White,Contoso,White,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,3.41
1273,Contoso Lens Cap Keeper E314 Silver,Contoso,Silver,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,3.41
1274,Contoso Digital Cameras Lightweight Tripod E316 White,Contoso,White,26.58,52.13,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,25.550000000000004
1275,Contoso Digital Cameras Lightweight Tripod E316 Black,Contoso,Black,26.58,52.13,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,25.550000000000004
1276,Contoso Digital Cameras Lightweight Tripod E316 Pink,Contoso,Pink,26.58,52.13,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,25.550000000000004
1277,Contoso Digital Cameras Lightweight Tripod E316 Silver,Contoso,Silver,26.58,52.13,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,25.550000000000004
1278,Contoso General Soft Carrying Case E318 Blue,Contoso,Blue,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,7.3500000000000005
1279,Contoso General Soft Carrying Case E318 Black,Contoso,Black,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,7.3500000000000005
1280,Contoso General Soft Carrying Case E318 Silver,Contoso,Silver,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,7.3500000000000005
1281,Contoso General Soft Carrying Case E318 White,Contoso,White,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,7.3500000000000005
1282,Contoso Mini Battery Charger Kit E320 Red,Contoso,Red,12.74,24.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,12.249999999999998
1283,Contoso Mini Battery Charger Kit E320 White,Contoso,White,12.74,24.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,12.249999999999998
1284,Contoso Mini Battery Charger Kit E320 Black,Contoso,Black,12.74,24.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,12.249999999999998
1285,Contoso Mini Battery Charger Kit E320 Silver,Contoso,Silver,12.74,24.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,12.249999999999998
1286,Contoso Genuine Leather Grip Belt E322 Black,Contoso,Black,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,38.23
1287,Contoso Genuine Leather Grip Belt E322 White,Contoso,White,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,38.23
1288,Contoso Genuine Leather Grip Belt E322 Silver,Contoso,Silver,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,38.23
1289,Contoso Genuine Leather Grip Belt E322 Grey,Contoso,Grey,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,38.23
1290,Contoso Macro Zoom Lens X300 Silver,Contoso,Silver,121.45,366.55,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,245.10000000000002
1291,Contoso Macro Zoom Lens X300 White,Contoso,White,121.45,366.55,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,245.10000000000002
1292,Contoso Macro Zoom Lens X300 Black,Contoso,Black,121.45,366.55,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,245.10000000000002
1293,Contoso Telephoto Conversion Lens X400 Silver,Contoso,Silver,197.14,595.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,397.86
1294,Contoso Telephoto Conversion Lens X400 White,Contoso,White,197.14,595.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,397.86
1295,Contoso Telephoto Conversion Lens X400 Black,Contoso,Black,197.14,595.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,397.86
1296,Contoso USB Cable M250 Black,Contoso,Black,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.5
1297,Contoso USB Cable M250 White,Contoso,White,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.5
1298,Contoso USB Cable M250 Yellow,Contoso,Yellow,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.5
1299,Contoso USB Cable M250 Blue,Contoso,Blue,11.5,25.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.5
1300,Contoso Telephoto Conversion Lens M350 Black,Contoso,Black,43.69,95.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,51.31
1301,Contoso Telephoto Conversion Lens M350 White,Contoso,White,43.69,95.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,51.31
1302,Contoso Telephoto Conversion Lens M350 Silver,Contoso,Silver,43.69,95.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,51.31
1303,Contoso Telephoto Conversion Lens M350 Blue,Contoso,Blue,43.69,95.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,51.31
1304,Contoso Lens Adapter M450 White,Contoso,White,31.27,68.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,36.730000000000004
1305,Contoso Lens Adapter M450 Silver,Contoso,Silver,31.27,68.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,36.730000000000004
1306,Contoso Lens Adapter M450 Black,Contoso,Black,31.27,68.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,36.730000000000004
1307,Contoso Lens Adapter M450 Grey,Contoso,Grey,31.27,68.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,36.730000000000004
1308,Contoso Digital Camera/Camcorder USB Cable E324 Purple,Contoso,Purple,14.28,28.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.72
1309,Contoso Digital Camera/Camcorder USB Cable E324 Black,Contoso,Black,14.28,28.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.72
1310,Contoso Digital Camera/Camcorder USB Cable E324 Silver,Contoso,Silver,14.28,28.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.72
1311,Contoso Digital Camera/Camcorder USB Cable E324 White,Contoso,White,14.28,28.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,13.72
1312,Contoso Conversion Lens M550 Blue,Contoso,Blue,94.27,205.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,110.73
1313,Contoso Conversion Lens M550 Black,Contoso,Black,94.27,205.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,110.73
1314,Contoso Conversion Lens M550 Silver,Contoso,Silver,94.27,205.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,110.73
1315,Contoso Conversion Lens M550 Pink,Contoso,Pink,94.27,205.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,110.73
1316,Contoso Single-line phones E10 Black,Contoso,Black,5.09,9.99,501,Home & Office Phones,5,Cell phones,4.9
1317,Contoso Dual Handset Cordless Phone System  E20 Black,Contoso,Black,6.62,12.99,501,Home & Office Phones,5,Cell phones,6.37
1318,Contoso 3 Handset Cordless Phone System  E30 Black,Contoso,Black,8.66,16.99,501,Home & Office Phones,5,Cell phones,8.329999999999998
1319,Contoso Multi-line phones M30 Black,Contoso,Black,10.57,22.99,501,Home & Office Phones,5,Cell phones,12.419999999999998
1320,Contoso KSU-less key system M38 Black,Contoso,Black,12.41,26.99,501,Home & Office Phones,5,Cell phones,14.579999999999998
1321,Contoso Hybrid system M60 Black,Contoso,Black,13.33,28.99,501,Home & Office Phones,5,Cell phones,15.659999999999998
1322,Contoso Private Branch Exchange M88 Black,Contoso,Black,15.17,32.99,501,Home & Office Phones,5,Cell phones,17.82
1323,Contoso 4 Handset Cordless Phone System M86 Black,Contoso,Black,16.55,35.99,501,Home & Office Phones,5,Cell phones,19.44
1324,Contoso Private Automatic Branch Exchange M65 Black,Contoso,Black,17.93,38.99,501,Home & Office Phones,5,Cell phones,21.060000000000002
1325,Contoso Electronic Private Automatic Branch Exchange M90 Black,Contoso,Black,18.39,39.99,501,Home & Office Phones,5,Cell phones,21.6
1326,Contoso Centrex Phone System L10 Black,Contoso,Black,14.24,42.99,501,Home & Office Phones,5,Cell phones,28.75
1327,Contoso In front of Centrex L15 Black,Contoso,Black,15.57,46.99,501,Home & Office Phones,5,Cell phones,31.42
1328,Contoso behind Centrex X15 Black,Contoso,Black,16.56,49.99,501,Home & Office Phones,5,Cell phones,33.43000000000001
1329,Contoso Phone with 13-Number Memory (210) M301 Black,Contoso,Black,7.81,16.99,501,Home & Office Phones,5,Cell phones,9.18
1330,Contoso Expandable Cordless Phone System M008 Black,Contoso,Black,10.57,22.99,501,Home & Office Phones,5,Cell phones,12.419999999999998
1331,Contoso Phone System Accessory Handset with Charger M308 Black,Contoso,Black,12.41,26.99,501,Home & Office Phones,5,Cell phones,14.579999999999998
1332,Contoso 2-Line Corded Cordless Telephone M202 Black,Contoso,Black,13.33,28.99,501,Home & Office Phones,5,Cell phones,15.659999999999998
1333,Contoso 4-Line Corded Cordless Telephone M203 Black,Contoso,Black,15.17,32.99,501,Home & Office Phones,5,Cell phones,17.82
1334,Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso,Black,16.55,35.99,501,Home & Office Phones,5,Cell phones,19.44
1335,Contoso Expandable 2-Handset Cordless Phone System M205 Black,Contoso,Black,18.48,40.19,501,Home & Office Phones,5,Cell phones,21.709999999999997
1336,Contoso Expandable 4-Handset Cordless Phone System M206 Black,Contoso,Black,20.15,43.81,501,Home & Office Phones,5,Cell phones,23.660000000000004
1337,Contoso Expandable1-Handset Cordless Phone System M207 Black,Contoso,Black,21.82,47.44,501,Home & Office Phones,5,Cell phones,25.619999999999997
1338,Contoso Digital Cordless Expansion Handset Phone M900 Black,Contoso,Black,15.17,32.99,501,Home & Office Phones,5,Cell phones,17.82
1339,Contoso 2-Line Speakerphone M109 Black,Contoso,Black,16.55,35.99,501,Home & Office Phones,5,Cell phones,19.44
1340,Contoso Phone with Memory Dialing-single line E88 Black,Contoso,Black,7.23,14.19,501,Home & Office Phones,5,Cell phones,6.959999999999999
1341,Contoso Phone with Memory Dialing-2 lines E90 Black,Contoso,Black,8.16,16.0,501,Home & Office Phones,5,Cell phones,7.84
1342,Contoso Integrated Business Phone With card L10 Black,Contoso,Black,13.92,42.0,501,Home & Office Phones,5,Cell phones,28.08
1343,Contoso Integrated Business Phone L08 Black,Contoso,Black,10.27,31.0,501,Home & Office Phones,5,Cell phones,20.73
1344,Contoso Phone for MSN E200 Black,Contoso,Black,8.16,16.0,501,Home & Office Phones,5,Cell phones,7.84
1345,Contoso 4-Line Expandable Cordless Phone System M900 Black,Contoso,Black,10.12,22.0,501,Home & Office Phones,5,Cell phones,11.88
1346,Contoso Lifestyles Series - Big Button Cordless phone M800 Black,Contoso,Black,10.58,23.0,501,Home & Office Phones,5,Cell phones,12.42
1347,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,Contoso,Black,9.66,21.0,501,Home & Office Phones,5,Cell phones,11.34
1348,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,Contoso,Black,10.57,22.99,501,Home & Office Phones,5,Cell phones,12.419999999999998
1349,Contoso Single-line phones E10 White,Contoso,White,5.09,9.99,501,Home & Office Phones,5,Cell phones,4.9
1350,Contoso Dual Handset Cordless Phone System E20 White,Contoso,White,6.62,12.99,501,Home & Office Phones,5,Cell phones,6.37
1351,Contoso 3 Handset Cordless Phone System E30 White,Contoso,White,8.66,16.99,501,Home & Office Phones,5,Cell phones,8.329999999999998
1352,Contoso Multi-line phones M30 White,Contoso,White,10.57,22.99,501,Home & Office Phones,5,Cell phones,12.419999999999998
1353,Contoso KSU-less key system M38 White,Contoso,White,12.41,26.99,501,Home & Office Phones,5,Cell phones,14.579999999999998
1354,Contoso Hybrid system M60 White,Contoso,White,13.33,28.99,501,Home & Office Phones,5,Cell phones,15.659999999999998
1355,Contoso Private Branch Exchange M88 White,Contoso,White,15.17,32.99,501,Home & Office Phones,5,Cell phones,17.82
1356,Contoso 4 Handset Cordless Phone System M86 White,Contoso,White,16.55,35.99,501,Home & Office Phones,5,Cell phones,19.44
1357,Contoso Private Automatic Branch Exchange M65 White,Contoso,White,17.93,38.99,501,Home & Office Phones,5,Cell phones,21.060000000000002
1358,Contoso Electronic Private Automatic Branch Exchange M90 White,Contoso,White,18.39,39.99,501,Home & Office Phones,5,Cell phones,21.6
1359,Contoso Centrex Phone System L10 White,Contoso,White,14.24,42.99,501,Home & Office Phones,5,Cell phones,28.75
1360,Contoso In front of Centrex L15 White,Contoso,White,15.57,46.99,501,Home & Office Phones,5,Cell phones,31.42
1361,Contoso Behind Centrex X15 White,Contoso,White,16.56,49.99,501,Home & Office Phones,5,Cell phones,33.43000000000001
1362,Contoso Phone with 13-Number Memory (210) M301 White,Contoso,White,7.81,16.99,501,Home & Office Phones,5,Cell phones,9.18
